Date,Open,High,Low,Close,Volume,Adj Close,Returns
2023-06-09 04:00:00,181.5,182.23,180.63,180.96,48869360.0,180.96,
2023-06-12 04:00:00,181.27,183.89,180.97,183.79,54754995.0,183.79,0.015638815207780654
2023-06-13 04:00:00,182.8,184.15,182.44,183.31,54867129.0,183.31,-0.0026116763697697776
2023-06-14 04:00:00,183.37,184.39,182.02,183.95,57462782.0,183.95,0.003491353444983858
2023-06-15 04:00:00,183.96,186.52,183.78,186.01,65433166.0,186.01,0.011198695297635286
2023-06-16 04:00:00,186.73,186.99,184.27,184.92,101151225.0,184.92,-0.005859900005376062
2023-06-20 04:00:00,184.41,186.1,184.41,185.01,49799092.0,185.01,0.0004866969500325613
2023-06-21 04:00:00,184.9,185.41,182.5901,183.96,49515697.0,183.96,-0.00567536889897835
2023-06-22 04:00:00,183.74,187.045,183.67,187.0,51245327.0,187.0,0.016525331593824744
2023-06-23 04:00:00,185.55,187.56,185.01,186.68,53112346.0,186.68,-0.0017112299465240621
2023-06-26 04:00:00,186.83,188.05,185.23,185.27,48088661.0,185.27,-0.007553031926290976
2023-06-27 04:00:00,185.89,188.39,185.67,188.06,50730846.0,188.06,0.015059102930857549
2023-06-28 04:00:00,187.93,189.9,187.6,189.25,51216801.0,189.25,0.006327767733701917
2023-06-29 04:00:00,189.08,190.07,188.94,189.59,46347308.0,189.59,0.001796565389696081
2023-06-30 04:00:00,191.63,194.48,191.26,193.97,85068452.0,193.97,0.02310248430824413
2023-07-03 04:00:00,193.78,193.88,191.76,192.46,31458198.0,192.46,-0.007784708975614785
2023-07-05 04:00:00,191.565,192.98,190.62,191.33,46896861.0,191.33,-0.005871349890886446
2023-07-06 04:00:00,189.84,192.02,189.2,191.81,45155523.0,191.81,0.0025087545079180984
2023-07-07 04:00:00,191.41,192.67,190.24,190.68,46757498.0,190.68,-0.005891246546061213
2023-07-10 04:00:00,189.26,189.99,187.035,188.61,59912163.0,188.61,-0.010855884203901822
2023-07-11 04:00:00,189.16,189.3,186.6,188.08,46638119.0,188.08,-0.002810031281480274
2023-07-12 04:00:00,189.68,191.7,188.47,189.77,60750218.0,189.77,0.008985538068906784
2023-07-13 04:00:00,190.5,191.19,189.78,190.54,41337338.0,190.54,0.004057543341940084
2023-07-14 04:00:00,190.23,191.1799,189.63,190.69,41616242.0,190.69,0.000787236275847647
2023-07-17 04:00:00,191.9,194.32,191.81,193.99,50520159.0,193.99,0.017305574492632037
2023-07-18 04:00:00,193.35,194.33,192.415,193.73,48153774.0,193.73,-0.0013402752719213762
2023-07-19 04:00:00,193.1,198.23,192.65,195.1,80492323.0,195.1,0.007071697723636028
2023-07-20 04:00:00,195.09,196.47,192.495,193.13,59581196.0,193.13,-0.010097385955920024
2023-07-21 04:00:00,194.1,194.97,191.23,191.94,71451683.0,191.94,-0.00616165277274372
2023-07-24 04:00:00,193.41,194.91,192.25,192.75,45345097.0,192.75,0.004220068771491059
2023-07-25 04:00:00,193.33,194.44,192.915,193.62,37283201.0,193.62,0.004513618677042919
2023-07-26 04:00:00,193.67,195.64,193.32,194.5,47471868.0,194.5,0.004544985022208348
2023-07-27 04:00:00,196.02,197.2,192.55,193.22,47439680.0,193.22,-0.006580976863753252
2023-07-28 04:00:00,194.67,196.626,194.14,195.83,47691443.0,195.83,0.013507918434944699
2023-07-31 04:00:00,196.06,196.49,195.26,196.45,38824113.0,196.45,0.0031660113363629616
2023-08-01 04:00:00,196.235,196.73,195.28,195.605,35281426.0,195.605,-0.0043013489437515595
2023-08-02 04:00:00,195.04,195.18,191.8507,192.58,50388811.0,192.58,-0.015464839855831802
2023-08-03 04:00:00,191.57,192.37,190.69,191.17,62243282.0,191.17,-0.007321632568283443
2023-08-04 04:00:00,185.52,187.38,181.92,181.99,115956841.0,181.99,-0.048020086833708064
2023-08-07 04:00:00,182.13,183.13,177.35,178.85,97105069.0,178.85,-0.01725369525798126
2023-08-08 04:00:00,179.69,180.27,177.58,179.8,67769003.0,179.8,0.005311713726586564
2023-08-09 04:00:00,180.87,180.93,177.01,178.19,60303492.0,178.19,-0.008954393770856606
2023-08-10 04:00:00,179.48,180.75,177.6,177.97,54686851.0,177.97,-0.0012346371850272542
2023-08-11 04:00:00,177.32,178.62,176.55,177.79,51036672.0,177.79,-0.0010114064168118553
2023-08-14 04:00:00,177.97,179.69,177.305,179.46,43675627.0,179.46,0.00939310422408468
2023-08-15 04:00:00,178.88,179.48,177.05,177.45,43574863.0,177.45,-0.011200267469073988
2023-08-16 04:00:00,177.13,178.54,176.5,176.57,45712957.0,176.57,-0.004959143420681822
2023-08-17 04:00:00,177.14,177.5054,173.48,174.0,66054482.0,174.0,-0.014555133941213105
2023-08-18 04:00:00,172.3,175.1,171.96,174.49,60171878.0,174.49,0.0028160919540229923
2023-08-21 04:00:00,175.07,176.13,173.735,175.84,46161959.0,175.84,0.007736833056335657
2023-08-22 04:00:00,177.06,177.68,176.25,177.23,42057245.0,177.23,0.00790491355777978
2023-08-23 04:00:00,178.52,181.55,178.325,181.12,52722752.0,181.12,0.021948879986458447
2023-08-24 04:00:00,180.674,181.104,176.01,176.38,54912798.0,176.38,-0.026170494699646718
2023-08-25 04:00:00,177.38,179.15,175.82,178.61,51439994.0,178.61,0.012643156820501211
2023-08-28 04:00:00,180.09,180.59,178.545,180.19,43803238.0,180.19,0.008846089244723077
2023-08-29 04:00:00,179.695,184.9,179.5,184.12,52953948.0,184.12,0.02181031133803213
2023-08-30 04:00:00,184.94,187.85,184.74,187.65,60803988.0,187.65,0.01917227894851181
2023-08-31 04:00:00,187.84,189.12,187.48,187.87,60794467.0,187.87,0.0011723954169997608
